company,team_size,contact_name,contact_title,industry,employee_count,has_field_service,field_service_scale,icp_score,fit_level,reasoning_text,recommended_action,talking_points_text,confidence,business_model,description
NA JBT Marel,,Edison Rocha,Head of Customer Experience and Strategy,Food Processing Equipment Manufacturing,1000+,True,large,74,High,"Industrial manufacturing (food processing equipment) is a strong fit for Ascendo's ICP - complex products requiring heavy field service support | 1000+ employees with large-scale field service operations meets the size/complexity threshold, though below the 2000+ ideal | Tech stack unknown is a significant gap - no confirmation of ServiceNow, Salesforce, SAP, or other FSM/CRM platforms Ascendo integrates with | Global support operations confirmed, but medium confidence on data and no evidence of high ticket volume/compliance requirements that typically drive urgency | Head of Customer Experience and Strategy is qualified buyer but not ideal persona (VP/Director of Service Operations would be stronger) - slight mismatch on exact decision-making authority | No field service team attendees at conference suggests limited immediate stakeholder engagement and may indicate lower priority initiative",Priority outreach,"Complex field service operations across fish, meat, and weighing systems - managing technician productivity and first-time fix rates across North America | Ascendo integrates with major FSM platforms to automate technical support workflows and reduce mean time to resolution for remote diagnostics | Use case: Real-time field technician dispatch optimization and intelligent ticket routing for distributed service teams across multiple food processing sites",medium,manufacturer,"JBT Marel is a food processing equipment manufacturer providing field service support and maintenance solutions for fish, meat, and weighing/batching systems across North America."
Smart Care,1.0,James Mylett,CEO,Field Service Management / Multi-Industry SaaS,Unknown,True,large,73,High,"Strong industry alignment: FSM/multi-industry SaaS is core to ICP, with field service at scale being primary use case | Size uncertainty is major weakness: 'Unknown' employee count with only 1 attendee suggests mid-market or smaller, well below 500+ employee preference | Tech stack partially aligned: Uses IFS, CRM, and cloud FSM platforms but no explicit mention of Salesforce, ServiceNow, SAP, or Zendesk integrations that Ascendo targets | Global operations confirmed but support volume/complexity unclear - described as 'provider' not 'enterprise customer' which may indicate different pain points | CEO is ideal persona for strategic decisions but single attendee suggests limited buying committee and lower engagement probability | Confidence rated 'medium' indicates research gaps; company positioning as FSM vendor rather than FSM user may indicate misfit",Priority outreach,Unified support visibility across global FSM operations to reduce ticket resolution time and improve SLA compliance | Integration with existing IFS/Salesforce CRM stack to consolidate customer support data with field service execution | Scalable support automation for multi-industry customer base to handle complex technical support workflows at enterprise scale,medium,SaaS provider,"Smart Care is a cloud-based field service management software provider offering scalable scheduling, work order management, and integrated billing solutions across multiple industries."
Unlimited Service Group,,Nick Cribb,"VP, Regional Operations",Commercial Kitchen Equipment Service & Maintenance,unknown,True,large,73,High,"Industry is well-aligned: Commercial kitchen equipment service is analogous to HVAC/industrial equipment maintenance with similar field service complexity and technical support demands | Company size unknown but 'large field service scale' suggests mid-market; however, lack of employee count data and 'regional' (not global) operations suggest they may fall short of 500+ employee ideal | Strong tech stack match: Currently using Field Complete CRM, mobile FSM software, and Salesforce FSM—all indicating mature field service operations and openness to service platforms | Regional support operations with large field scale suggests decent ticket volume, but not the global multi-region complexity of ideal ICP target | VP Regional Operations is a qualified buyer for field service/support solutions but not explicitly a Head of Support or Director of Service Operations—secondary rather than primary persona | Medium confidence research data and missing employee count create uncertainty; no 0 attendees at conference suggests marginal engagement level",Priority outreach,Optimize field technician dispatch and reduce MTTR across regional service territories using Ascendo's AI-powered support automation | Integrate Salesforce FSM data with intelligent ticket triage to handle high-volume kitchen equipment support requests with reduced overhead | Scale technical support operations beyond regional footprint—Ascendo enables knowledge-driven automation as you grow to national/multi-regional coverage | Reduce support costs per service call through AI-assisted diagnostics and first-contact resolution for common equipment issues,medium,service_provider,Unlimited Service Group is a technical service provider specializing in commercial kitchen equipment maintenance and support for national chains and independent operators.
Salesforce,,Taksina Eammano,"EVP & GM, Salesforce Field Service",Enterprise Software / Cloud Computing,"80,000+",True,large,73,High,"Industry misalignment: Salesforce is a software vendor, not an end-user enterprise with field service demand. Ascendo.AI targets companies that need support for their own field operations, not software companies selling FSM platforms. | Size is excellent (80k+ employees), but scale doesn't translate to ICP fit since they don't have the internal field service complexity Ascendo.AI solves for. | Tech stack is perfect - Salesforce owns and operates Salesforce FSM at scale, but this is a vendor relationship, not an ideal customer use case. | Global operations with massive scale, but these are sales/delivery operations, not the technical support and field service operations that drive Ascendo.AI's value. | EVP & GM of Field Service is a strong persona for a vendor sale, but represents a partnership/resale opportunity rather than an end-user buyer with genuine support operations pain. | Negative adjustment: No field service operations to optimize (they build FSM, don't run complex field service). This is a vendor, not an enterprise struggling with field support efficiency.",Priority outreach,"Partnership opportunity: Ascendo.AI could integrate with Salesforce FSM to enhance customer outcomes for your end-users | If Salesforce has internal field service operations, those could benefit from AI-powered scheduling/dispatch optimization | Market expansion: Positioning Ascendo.AI capabilities as a complementary add-on to Salesforce FSM for your customer base",high,SaaS Provider,Salesforce is a global cloud-based CRM and enterprise software company that provides field service management solutions to streamline operations for businesses delivering onsite services.
Bracco Medical Technologies,3.0,,,Medical Imaging and Diagnostics Technology,1000-5000,True,large,73,High,"Medical devices is a primary target industry - excellent fit for Ascendo.AI's ICP | 1000-5000 employees meets size requirement (2000+ ideal), positioned in sweet spot for complex support operations | Large-scale field service operations align perfectly with solution demand signals | Global support operations indicate high ticket volumes and complexity | Tech stack shows only CRM systems with no confirmation of FSM platforms (ServiceNow, Salesforce, SAP, ServiceMax) - significant gap | No identified contact/persona - cannot confirm decision-maker level (VP/Head of Support, Director of Service Operations) | Team size of 3 is below ideal engagement threshold; no clear service/support leadership represented",Priority outreach,"Field service complexity: Managing global field service at scale for medical imaging equipment creates operational bottlenecks - how is Bracco currently coordinating technicians, parts, and compliance across regions? | Support ticket management: Medical device support requires high compliance documentation - are current CRM systems adequately tracking and routing complex technical issues? | Technician productivity: With large field service teams supporting diagnostic equipment globally, how is Bracco optimizing first-time fix rates and reducing travel time?",high,manufacturer,"Bracco Medical Technologies is a global medical imaging company that develops and manufactures diagnostic imaging equipment and contrast agents, supported by a large field sales and service organization."
Altec Inc.,1.0,,,Industrial Equipment Manufacturing & Services,1000-5000,True,large,73,High,"Industrial manufacturing is a core target industry for Ascendo.AI; Altec's equipment manufacturing + field service operations align perfectly with ICP | 1000-5000 employees meets minimum threshold (500+) and approaches ideal (2000+); company complexity suggests support demands | Only CRM mentioned in tech stack - no FSM platform (ServiceMax, Salesforce FSM, etc.) identified; integration potential unclear | Global multi-continent support operations with large-scale field service network directly matches operations requirement | Single attendee with no identified title/role; cannot confirm decision-maker status; VP/Head of Support/Service not confirmed | Only 1 attendee is significant penalty vs. ideal multi-person team; reduces buying influence and follow-up opportunities",Priority outreach,Optimize global field service coordination - Altec's multi-continent operations create complex ticket routing and technician optimization challenges that Ascendo solves | Improve first-contact resolution rates - Industrial equipment complexity likely drives high ticket volumes; AI-powered support can reduce escalations across centralized support team | Streamline CRM-to-field workflows - Current CRM stack may lack FSM capabilities; Ascendo can enhance technician productivity and customer outcomes in industrial service,high,manufacturer/service_provider,"Altec Industries manufactures industrial equipment (chippers, derricks, environmental products) and operates a large-scale field service network across multiple continents with centralized support operations."
Freudenberg e-Power Systems,1.0,,,"Energy Storage & E-Mobility (Batteries, Fuel Cells, Electric/Hybrid Systems)",unknown,True,large,73,High,"Energy/e-mobility is a strong industry match for Ascendo.AI's target sectors, with complex products requiring significant technical support | Large-scale field service operations across global markets aligns well with ICP needs for high-ticket-volume support environments | Tech stack includes BMS, telematics, and predictive analytics but no mention of FSM/CRM platforms (ServiceNow, Salesforce, SAP) that Ascendo integrates with - significant gap | Employee count unknown creates uncertainty; Freudenberg Group is large, but this division's size unclear - likely meets 500+ threshold but unconfirmed | Single attendee with no identified contact information means no validated decision-maker; cannot confirm if they're VP/Head of Support or operational buyer | Penalty applied for lack of contact data and unvalidated persona fit despite strong operational indicators",Priority outreach,Complex battery/fuel cell products + global e-mobility field service creates high support ticket volume - Ascendo helps manage this at scale | SLA-based field service model suggests potential FSM tool gaps; Ascendo's integration ecosystem could streamline workflows across service regions | Telematics + predictive analytics infrastructure indicates data-driven mindset; Ascendo's AI-powered routing and support optimization aligns with this approach,high,manufacturer,"Freudenberg e-Power Systems is a division of Freudenberg Group specializing in battery and fuel cell technologies for e-mobility, offering comprehensive field service, telematics, and data-driven services for electric and hybrid marine applications."
ServiceNow,,Bulent Cinarkaya,"VP & GM, Field Service Management",Enterprise Software / Cloud Computing,"10,000+",True,large,73,High,"ServiceNow is a software/SaaS provider, not a target end-user industry (telecom, manufacturing, medical devices, etc.) - they sell FSM solutions rather than use them for their own field service operations | Company size (10,000+ employees) exceeds ideal range and indicates they likely have internal solutions rather than needing external FSM/support platform optimization | ServiceNow IS a FSM/CRM platform that Ascendo.AI integrates with, but as a vendor they are not a customer use case - they would be a channel/partnership opportunity, not a direct buyer | While ServiceNow has global operations, they operate as a software platform provider, not as a B2B enterprise with heavy technical support demands requiring field service optimization | VP & GM of Field Service Management at ServiceNow is a strategic contact but positioned as a vendor/partner stakeholder, not a buyer solving their own field service challenges | Penalty applied: ServiceNow's core business model means they don't have the customer support/field service pain points that drive Ascendo.AI purchases (they solve those problems for others)",Priority outreach,Potential channel/integration partnership to embed Ascendo.AI capabilities within ServiceNow platform for mutual customers | Could position Ascendo.AI as a complementary AI solution enhancing ServiceNow's FSM capabilities for ServiceNow's customer base | Opportunity to explore white-label or embedded AI for ServiceNow's field service customers in target industries,high,SaaS/Software-as-a-Service Provider,"ServiceNow is a cloud-based platform company providing enterprise CRM and field service management solutions powered by AI, serving large organizations across multiple industries."
EDF Renewables North America,,Mark Johnson,"EVP, Asset Optimization",Renewable Energy,unknown,True,large,72,High,"Energy sector is explicitly in Ascendo.AI's target industries; renewable energy aligns with complex infrastructure support needs | Large-scale field service operations (24 GW portfolio, 13 GW under service contracts) indicate significant technical support demand, but employee count unknown limits confidence on 2000+ ideal threshold | No tech stack data provided; cannot confirm use of ServiceNow, Salesforce, SAP, or other FSM/CRM platforms that Ascendo integrates with | Regional support operations noted rather than global/multi-region; lower ticket volume indicators than ideal | EVP, Asset Optimization is adjacent to service operations but not primary buyer persona (would prefer VP/Head of Support, Director of Service Operations); however, asset management in renewables suggests operational decision-making authority | Large-scale field service operations and compliance-heavy renewable energy sector provide +2 adjustment bonus",Priority outreach,"Asset optimization for distributed renewable portfolio requires coordinated field service visibility across solar, wind, and battery storage assets—Ascendo's FSM intelligence can improve technician utilization and asset uptime | With 13 GW under active service contracts, field technician scheduling and spare parts management across regional operations likely creates operational complexity that AI-driven scheduling can optimize | Regulatory compliance and performance SLAs in renewable energy contracts demand granular support metrics; Ascendo's analytics provide data foundation for compliance reporting and service KPI tracking",medium,service_provider,"EDF Renewables North America develops, manages, and maintains renewable energy projects including solar, onshore wind, offshore wind, and battery storage with a portfolio of 24 GW developed projects and 13 GW under service contracts."
Praxedo,,James Koursaris,"General Manager, North America",Software/SaaS - Field Service Management,unknown,True,large,72,High,"Praxedo operates in Field Service Management - a core Ascendo.AI target industry, with strong alignment to energy/utilities verticals mentioned in ICP | Employee count unknown is a significant gap; FSM software vendors typically have 200-600 employees, below the 500+ preferred threshold and well below 2000+ ideal | Tech stack shows FSM platform with ERP/CRM connectors and open APIs, but no confirmation of using Ascendo's key integration partners (ServiceNow, Salesforce, SAP, etc.) | Global support operations confirmed, but as a SaaS vendor they likely have smaller support teams than enterprise customers - inverse of target profile | General Manager, North America is a leadership role but not the ideal buyer persona (VP/Head of Support, Director of Service Operations); limited decision-making authority for support/service solutions | Praxedo IS a FSM platform provider, not an enterprise USER of FSM - they're a tool vendor, not a customer with field service operations needing better support orchestration",Priority outreach,"Praxedo's customers (enterprises with field service operations) are Ascendo.AI's actual ICPs - explore channel/partnership opportunities | As an FSM platform, Praxedo could integrate Ascendo's support intelligence to enhance their customers' technical support capabilities | Positioning: Help Praxedo's enterprise customers move beyond scheduling optimization to intelligent support case routing and resolution prediction",high,SaaS provider,"Praxedo is a cloud-based Field Service Management software that optimizes field operations, scheduling, and resource management for service companies across multiple industries including energy and utilities."
Ipsen USA,1.0,,,Industrial Equipment Manufacturing (Thermal Processing Systems),500-2000,True,large,72,High,"Industrial manufacturing is a primary target industry with strong alignment to Ascendo.AI's focus on complex products requiring heavy technical support | Company size (500-2000 employees) fits the ideal range, with large-scale field service operations indicating complexity and support volume demands | Tech stack shows ERP and FSM systems in use, but no confirmation of integration with Ascendo.AI's primary platforms (ServiceNow, Salesforce, ServiceMax, Dynamics 365) | Global support operations across aerospace, automotive, energy, medical sectors indicates multi-region complexity and high ticket volume potential | Single attendee with no identified contact eliminates persona scoring; cannot confirm decision-maker presence (VP/Head of Support, Director of Service Operations needed) | Small conference team (1 attendee) suggests lower organizational commitment to finding solutions; no field service ops penalty does not apply as they have substantial field service",Priority outreach,"Streamline thermal equipment support across aerospace, automotive, and medical device customers with unified field service visibility | Reduce first-call resolution time and improve customer uptime for complex thermal processing system maintenance and retrofits | Integrate global field service operations across regions with centralized ticket routing, knowledge management, and compliance documentation for regulated industries",high,manufacturer,"Ipsen USA manufactures advanced thermal processing equipment for aerospace, automotive, energy, medical and tool & die industries, supported by a dedicated field service team providing maintenance, retrofits, parts and training."
Vertiv,1.0,,,Critical Infrastructure & Data Center Solutions,4000+,True,large,71,High,"Industry alignment is excellent - Vertiv is in critical infrastructure/data centers, directly matching energy, industrial, and field service verticals; serves healthcare, financial, government with compliance-heavy operations | Company size of 4000+ employees with 300+ service centers and 4000+ field engineers far exceeds the 2000+ ideal threshold, indicating significant field service complexity and support volume | Tech stack uses Oracle CPQ and Oracle E-Business Suite rather than Ascendo.AI's core integrations (ServiceNow, Salesforce, SAP, Zendesk, Dynamics 365, ServiceMax); mobile FSM app present but legacy Oracle ecosystem limits immediate value | Operations score is maximal - truly global support infrastructure with 300+ service centers, 4000+ field engineers, and multi-sector coverage demonstrates high-volume, high-complexity support operations | No identified contact or decision-maker persona; single attendee with no title data means no assurance of buyer qualification or influence over service operations tooling decisions | Penalty applied for small conference representation (1 attendee) suggesting limited organizational priority or budget allocation for service operations tools at this event",Priority outreach,"With 4000+ field engineers across 300+ service centers, field service visibility and scheduling optimization across global operations could dramatically improve first-time fix rates and response times | Oracle E-Business Suite modernization opportunity: migrate from legacy CPQ to integrated ServiceNow/Salesforce ecosystem to centralize critical infrastructure customer data and compliance documentation | Government and healthcare contracts likely require audit trails and compliance reporting - Ascendo.AI's platform can streamline compliance-heavy field service documentation across all service centers",high,manufacturer/service_provider,"Vertiv provides critical infrastructure solutions and services with a global network of 300+ service centers and 4,000+ field engineers supporting healthcare, financial services, and government sectors."
SightCall,,Thomas Cottereau,CEO and Co-founder,Software/SaaS - Remote Assistance & Field Service,unknown,False,none,71,High,"SightCall operates in remote assistance/field service software, which aligns well with Ascendo.AI's target industries, but they are a service provider/vendor rather than an enterprise customer with their own field service operations—a fundamental mismatch | Employee count unknown but company appears to be a mid-size SaaS vendor, not the 500-2000+ enterprise with complex support needs that Ascendo targets | Tech stack shows strong alignment: they integrate with Salesforce FSM, SAP, and CRM platforms that Ascendo supports, suggesting they understand the ecosystem | Global support operations indicated, but as a software provider rather than a customer with heavy field service demand—they may have support operations but not the 'heavy technical support and field service demand' that drives Ascendo's value | CEO/Co-founder is a strong persona and decision-maker, but for a vendor rather than a buyer of support optimization solutions | Critical penalty: 'has_field_service: false' and 'business_model: service_provider' indicates this is a tool vendor, not an enterprise operating field service teams that need Ascendo's support optimization",Priority outreach,"Potential integration partnership: SightCall could embed or recommend Ascendo.AI to their enterprise customers using Salesforce FSM/SAP who need better support ticket routing and resolution | Could explore co-selling opportunities where Ascendo helps SightCall's customers (enterprises in telecom, manufacturing, HVAC) optimize support operations that use SightCall's visual tools | SightCall's own support operations may benefit from Ascendo if they have complex product support, but this is secondary value—they're not the core ICP",high,service_provider,SightCall is a remote visual support and augmented reality platform that empowers field service teams and customer service agents to solve problems faster through video assistance and AI-driven visual tools.
Circuitry.ai,,Josh Russell,"Vice President, Products",Enterprise Software / Artificial Intelligence / Field Service Management,unknown,True,large,70,High,"Strong industry alignment: Circuitry.ai operates in field service management and enterprise software, overlapping with Ascendo's target sectors (manufacturing, field service). However, they are a software vendor, not an end-user enterprise with support operations—a fundamental misalignment with Ascendo's ICP. | Unknown employee count is concerning; no confirmation they meet 500+ threshold. As a SaaS vendor rather than a large enterprise with internal support needs, traditional company size metrics are less relevant. | Tech stack partially aligned: Circuitry.ai integrates with FSM/CRM platforms (implied by their service advisor solutions), but they are a vendor building solutions atop these platforms, not an implementer/user of them. Limited indication of using Ascendo-compatible platforms themselves. | Global support operations confirmed, but as a software provider rather than a field-service-dependent enterprise. Their support volumes likely differ significantly from Ascendo's target manufacturers with complex product support demands. | VP of Products is not an ideal buyer persona for Ascendo's solution. Decision-making authority likely resides with VP of Support/Service Operations or VP Field Service—roles managing support ticket volume and field technician productivity. | No field service operations flag: While they have field service scale and FSM capabilities, it's unclear if they operate field service teams themselves or only provide software for others' operations. This ambiguity warrants a minor penalty.",Priority outreach,"Circuitry.ai's AI-powered technician guidance could be enhanced by Ascendo's knowledge management and support automation to reduce their own support burden | As an FSM software vendor, integration with Ascendo's platform could become a competitive differentiator—bundling support optimization with service operations | Potential channel partnership: Circuitry.ai could recommend Ascendo's solutions to their manufacturing and field service customers (end-users who ARE in Ascendo's ICP)",high,SaaS software provider,"Circuitry.ai provides AI-powered decision intelligence solutions (Service AIdvisor, Parts Advisor) that augment existing field service and CRM systems to improve technician productivity, first-time fix rates, and service operations for manufacturers."
The Coca Cola Company,1.0,,,Beverage Manufacturing and Distribution,"200,000+",True,large,70,High,"Industry alignment is partial: Beverage manufacturing/distribution is not a primary target industry (telecom, medical devices, industrial manufacturing preferred), though it does have field service complexity | Company size is excellent at 200k+ employees, well above the 2000+ ideal threshold, indicating complex operations and support demands | Tech stack is strong match: actively using Salesforce CRM, Field Service Mobile App, and Consumer Goods Cloud - all integrated platforms Ascendo.AI supports | Global operations with large-scale field service deployment across multiple regions meets the multi-region, high-volume support requirement | Zero decision-maker contact information: single attendee with no identified persona means no path to VP/Head of Support or Service Operations leadership | Adjustment penalty: minimal team representation (1 attendee) at conference significantly reduces engagement quality and decision-making influence",Priority outreach,Optimize Salesforce FSM utilization across 200k+ global workforce and complex distribution network | Reduce field technician response times and equipment service coordination across multi-region operations | Integrate consumer goods cloud data with support operations for seamless order-to-support workflows | Enhance visibility into global support ticket volumes and field service SLAs across beverage distribution channels,high,manufacturer/distributor,"The Coca-Cola Company is a global beverage manufacturer and distributor that leverages Salesforce CRM and field service solutions to manage customer relationships, dispatch field technicians, track equipment service, and optimize customer support operations across multiple regions."
Baxter Planning,,Mike Ross,Principal Product Strategist,Service Supply Chain Software / Service Parts Planning,unknown,True,large,70,High,"Strong industry alignment: Service supply chain software with field service focus directly matches target verticals (field service, service parts planning, industrial operations) | Employee count unknown is a significant risk - cannot confirm 500+ threshold; 'large' field service scale suggests potential but lacks concrete data | Tech stack partially aligned: Uses CRM, ERP, FSM systems but no confirmation of Ascendo integration partners (ServiceNow, Salesforce, SAP, ServiceMax); AI-powered forecasting shows sophistication but doesn't confirm our specific platform compatibility | Global support operations confirmed with large field service scale - meets operational complexity requirement, though ticket volume not explicitly stated | Principal Product Strategist is mid-tier persona - not ideal decision-maker (VP/Head of Service Operations preferred); product strategy role suggests influence but may lack budget authority for support tooling | Penalty applied: Company appears to be a software vendor/provider rather than enterprise end-user; Ascendo typically sells to companies operating field service, not to FSM software providers",Priority outreach,How are you managing support ticket routing and escalation across your global customer base as your field service customers scale? | What visibility do you have into first-contact resolution rates and technical support efficiency across your customer deployments? | Are your customers struggling with support knowledge management and agent productivity - areas where AI-driven insights could improve their outcomes?,high,service_provider,"Baxter Planning provides AI-powered software solutions for service supply chain optimization, including demand forecasting, inventory planning, and field service management."
Gojo Industries,5.0,,,Hygiene and Sanitation Products Manufacturing,1000-5000,True,large,69,Medium,"Industry is adjacent but not ideal - manufacturing hygiene products doesn't match core target verticals (telecom, optical networking, medical devices, HVAC, building automation), though field service operations for dispenser installation/maintenance create some alignment | Company size (1000-5000 employees) meets minimum threshold and approaches ideal range, with sufficient complexity to warrant support optimization | Tech stack includes FSM and CRM but no mention of Ascendo.AI integration partners (ServiceNow, Salesforce, SAP, Zendesk, Dynamics 365, ServiceMax) - suggests basic/legacy systems | Global support operations with large-scale field service team indicates high ticket volume and operational complexity matching target profile | No identified contact/persona - team of 5 attendees suggests mid-level participation, but without specific titles cannot assess if decision-makers for support operations are present | Bonus adjustment (+2) for significant field service scale (large) and global operations; offset by lack of identified decision-maker persona",Booth approach,Dispenser installation and maintenance across global locations creates fragmented ticket routing and technician assignment challenges - Ascendo.AI optimizes FSM workflows for complex field service at scale | Compliance requirements in hygiene/sanitation space combined with global support operations demand consistent service quality - our platform provides visibility and standardization across regions | Potential to reduce first-contact resolution time for dispenser issues by intelligently routing to qualified technicians and providing real-time technical guidance,high,manufacturer,GOJO Industries is a major manufacturer of hygiene and sanitation products (notably Purell) with extensive field service operations for dispenser installation and maintenance.
JBT Marel,1.0,,,Food and beverage processing equipment and technology,Unknown,True,large,69,Medium,"Excellent industry fit: Food & beverage processing equipment manufacturing with global field service operations is highly aligned with Ascendo.AI's target verticals (industrial manufacturing, field service) | Strong field service signal: Large-scale field service operations across 30+ countries indicates complex technical support demands that our solution addresses | Size uncertainty is a concern: Employee count unknown, but 'large' field service scale and global operations suggest 500+ employees likely, though below the 2000+ ideal | Weak tech stack visibility: Only CRM systems mentioned with no confirmation of ServiceNow, Salesforce, SAP or other priority FSM platforms | No decision-maker contact identified: Single attendee with no name/title severely limits ability to reach appropriate buyer personas (VP Support, Service Operations leaders) | Adjustment penalty for lack of actionable contact information despite strong company fit",Booth approach,Optimize field technician productivity across 30+ countries with real-time job scheduling and dispatching | Reduce mean-time-to-resolution for complex equipment issues by unifying technical support and field service data | Improve first-time fix rates for food processing systems through AI-powered troubleshooting and technician guidance,high,manufacturer/service_provider,"JBT Marel designs, manufactures, and services cutting-edge technology systems and software for food and beverage processing, operating in over 30 countries with a focus on optimizing yield, efficiency, food safety, and sustainability."
Toshiba Global Commerce Solutions,3.0,,,Retail Technology & Point of Sale Systems,Unknown,True,large,69,Medium,"Industry is strong match - retail POS/commerce is adjacent to target verticals (field service operations, global support, technical complexity) | Company size unknown but serves 50,000+ client locations across 5M devices, indicating substantial enterprise scale and support complexity, though employee count unconfirmed | Tech stack partially misaligned - uses Oracle Field Service Cloud (FSM platform, positive signal) but no CRM platforms from Ascendo's primary integration list (Salesforce, ServiceNow, SAP, Dynamics 365) | Operations are global with distributed support footprint across multiple regions serving massive client base - strong indicator of high ticket volume and support demand | No identified contact and team of 3 attendees suggests low buying power; no confirmation of VP/Head of Support or Service Operations decision-maker presence | Penalty for small conference team size (3) relative to complexity of organization; no field service penalty as they clearly operate field service at scale",Booth approach,"Managing technical support for 5M devices globally at scale - how are you currently routing and tracking complex field service requests across regions? | Oracle FSM is strong foundation - exploring better integration with your CRM or ticketing systems to reduce manual handoffs between support and field teams? | 50,000+ client locations creates SLA compliance and visibility challenges - are you struggling with real-time status updates across your global support operations? | POS system complexity (hardware + software) likely drives high technical support volume - what's your current first-contact resolution rate for remote vs. on-site issues?",high,manufacturer/service_provider,"Toshiba Global Commerce Solutions provides retail commerce systems, POS solutions, and field service support to over 50,000 client locations worldwide across 5 million devices."
AcuityBrands,2.0,,,"Lighting, Building Management Systems, and Controls Manufacturing",Unknown from search results,True,large,69,Medium,"Building automation/controls is a direct ICP match as stated industry target; lighting manufacturing with service operations creates natural field service demand | Publicly traded company with global support operations strongly suggests 2000+ employee scale meeting size requirements, though exact headcount unknown creates minor uncertainty | Proprietary tech stack (Acuity CRM, ServOps automation) rather than standard FSM platforms (ServiceNow, Salesforce, ServiceMax) significantly limits integration fit; no evidence of Ascendo.AI compatible platforms | Global support operations with complex building management products indicates high ticket volume and multi-region service needs aligning with ICP | No contact information and only 2 conference attendees with no identified roles means no confirmed decision-maker access; personas unknown | Penalty applied for lack of contact/persona intelligence despite strong operational fit; small team size at conference suggests limited buying committee presence",Booth approach,"Building automation complexity drives support ticket volume—Ascendo.AI can optimize your global support operations with AI-powered intelligent routing across regions | Your proprietary CRM/FSM systems create integration barriers; we can bridge knowledge gaps across disconnected field service and support platforms | As a public company with compliance requirements, leverage our AI for consistent SLA adherence and audit-ready support processes across all geographies",medium,manufacturer,Acuity Brands is a publicly traded lighting and building management solutions manufacturer offering service operations automation and CRM platforms for professional service firms.
Acme Manufacturing,1.0,Michael Lamb,"Director, Parts and Service Sales",Manufacturing Technology / Industrial Equipment,unknown,True,large,68,Medium,"Industrial manufacturing is a core target industry with demonstrated field service demand - strong alignment | Large-scale global field service operations across 4 regions (China, Mexico, India, Europe) indicates significant support complexity and ticket volume | Employee count unknown is a risk factor; while 'large field_service_scale' suggests 500+ threshold likely met, lack of confirmation reduces confidence | No tech stack data provided - unable to confirm FSM/CRM platform usage which is key integration requirement | Director of Parts and Service Sales is a relevant stakeholder but not ideal decision-maker; VP/Head of Service Operations would be stronger | Single attendee at conference limits engagement depth and decision-making authority | Medium research confidence compounds scoring uncertainty across multiple dimensions",Booth approach,"Global field service complexity: Managing service operations across 4 continents creates scheduling, knowledge management, and compliance challenges that field service intelligence can streamline | On-site support efficiency: Reduce technician travel time and improve first-call resolution through predictive analytics and dynamic resource allocation | Customer satisfaction at scale: Real-time visibility into field service operations can improve SLAs and customer retention across distributed markets",medium,manufacturer,"Acme Manufacturing is an industrial equipment manufacturer headquartered in Auburn Hills, MI with global field service operations across China, Mexico, India, and Europe, providing on-site training, installation support, and comprehensive customer service."
"Cymer, LLC",2.0,,,Semiconductor Manufacturing Equipment / CRM Solutions,500+,True,large,68,Medium,"Industry is strong fit: Semiconductor manufacturing is in adjacent industrial/manufacturing space with complex technical products requiring field service support | Company size (500+) meets minimum threshold and likely has complexity to justify Ascendo.AI, though below ideal 2000+ threshold | Tech stack is partial match: Uses Siebel CRM and FSM platforms, but Siebel is legacy/older platform vs. preferred modern stacks (ServiceNow, Salesforce, ServiceMax); integration compatibility unclear | Operations are well-aligned: Global support operations with regional offices and large field service scale matches target profile for high-volume ticket handling | No identified persona: Only 2 attendees with no contact information - cannot assess if decision-maker level (VP/Head of Support, Director of Service Ops) will be engaged | Confidence penalty: Medium confidence on company profile data and conference context suggests information gaps; small team size (2) suggests lower priority or exploratory visit rather than buying committee",Booth approach,Modernizing legacy Siebel CRM with AI-powered support operations to reduce field service complexity and improve response times across global regions | Scaling field service efficiency for semiconductor equipment support where downtime is extremely costly - Ascendo.AI can help predict and prevent issues before they impact production lines | Enabling proactive field service routing and knowledge capture across your distributed global teams to improve first-contact resolution and compliance documentation,medium,service_provider,Cymer provides field service support and CRM solutions to semiconductor manufacturers with a large global service organization and regional offices worldwide.
Sam Service,1.0,,,Software/Field Service Management,unknown,True,large,68,Medium,"Strong industry alignment: Field Service Management software vendor is a core Ascendo.AI target - they operate in the exact space we serve | Large-scale field service operations confirmed, which indicates complex support demands and global reach typical of ICP | Built-in FSM/CRM/ERP stack suggests they understand the problem space but creates uncertainty about willingness to integrate external solutions | Employee count unknown is significant gap - cannot confirm 500+ minimum threshold, limiting sizing confidence | Only 1 attendee with no identified contact means no persona data; cannot confirm decision-maker access or buying authority | Software vendor position is double-edged: they're in target space but may see Ascendo as competitive threat rather than partner",Booth approach,"As an FSM software vendor, Sam Service likely manages complex field service operations for enterprise customers - they understand support scalability challenges firsthand | Their integrated tech stack (SAM Service Manager, CRM, job scheduling, asset tracking) suggests they could benefit from Ascendo's AI-powered support optimization to reduce their customers' support costs | Potential partnership angle: Ascendo could enhance their field service offering with AI-driven insights, reducing customer support burden and improving satisfaction metrics",high,software_vendor,"Data-Basics provides enterprise field service management and ERP software solutions with integrated CRM, dispatching, and accounting capabilities for service companies."
